Name	sample1	sample2	sample3	sample4	sample5	sample6
K05330	0	0	0	1	0	0
K05332	0	1	0	0	0	0
K05333	0	0	0	2	0	0
K05334	0	1	1	1	0	0
K05336	0	0	1	2	0	1
K05337	0	0	1	1	1	1
K05341	0	3	0	1	1	1
K05343	0	0	1	3	0	0
K05349	3	1	1	3	1	5
K05350	0	0	1	0	0	1
K05351	1	0	1	1	1	0
K05355	1	0	0	0	0	0
K05361	0	0	0	0	0	1
K05364	0	1	1	0	2	1
K05365	0	1	0	0	1	0
K05366	6	5	1	9	4	4
K05367	0	3	1	6	0	1
K05368	0	0	0	0	0	1
K05370	0	0	0	1	0	0
K05371	0	0	0	0	0	1
K05377	0	0	0	0	0	1
K05378	2	0	0	0	0	0
K05379	2	0	0	0	0	0
K05385	0	1	0	1	0	0
K05388	0	1	1	0	0	0
K05392	0	0	0	0	1	0
K05393	1	0	0	0	0	0
K05396	0	0	1	1	1	4
K05402	1	0	0	0	0	0
K05409	0	0	0	1	0	0
K05465	0	1	0	0	0	0
K05466	0	1	0	0	1	0
K05467	0	1	0	0	0	0
K05501	0	0	0	0	0	1
K05515	2	1	0	6	5	1
K05516	3	5	1	4	1	3
K05520	1	2	0	1	0	0
K05521	1	1	0	1	0	1
K05523	0	1	0	0	0	0
K05524	2	1	0	2	0	0
K05525	1	0	1	2	0	0
K05527	1	0	0	1	0	0
K05539	2	3	1	3	4	1
K05540	0	0	1	3	0	1
K05541	0	0	0	1	0	0
K05542	0	1	0	1	0	0
K05543	0	0	0	0	0	1
K05544	1	0	0	2	0	0
K05546	0	1	1	0	0	0
K05559	1	0	1	1	1	1
K05561	3	1	0	0	0	0
K05562	0	2	0	0	0	1
K05565	0	0	0	1	0	1
K05566	0	1	0	3	0	1
K05567	1	0	0	1	0	0
K05568	3	8	2	4	2	1
K05569	0	0	0	0	0	1
K05570	1	1	0	1	0	0
K05572	1	0	0	1	0	0
K05573	0	1	0	0	1	0
K05575	1	1	2	3	0	1
K05577	3	2	0	3	1	1
K05579	0	0	0	0	0	1
K05580	0	0	0	1	0	0
K05581	1	0	0	0	0	0
K05582	0	2	0	0	0	0
K05584	0	0	0	1	0	0
K05590	0	0	0	1	0	0
K05591	0	1	0	0	0	1
K05592	11	7	0	6	5	5
K05595	0	0	0	1	1	2
K05605	0	0	1	0	0	0
K05606	0	1	1	0	0	1
K05607	0	0	1	0	0	0
K05619	0	1	0	0	0	0
K05621	0	1	0	0	0	0
K05622	0	1	0	0	0	0
K05623	0	1	0	0	0	0
K05624	0	1	0	0	0	0
K05625	0	2	0	0	0	0
K05628	0	0	1	0	0	0
K05630	0	1	0	0	0	1
K05632	0	1	0	0	0	1
K05633	0	1	0	0	0	1
K05635	0	0	0	1	0	0
K05636	0	0	1	0	0	0
K05637	1	0	0	1	0	0
K05641	0	1	2	0	1	1
K05642	0	1	1	0	1	0
K05643	0	1	2	0	1	1
K05644	0	1	2	0	1	0
K05645	0	1	1	0	1	1
K05646	0	0	1	0	0	1
K05647	0	0	1	0	0	1
K05648	0	0	1	0	0	2
K05649	0	0	0	0	0	1
K05650	0	0	0	0	0	1
K05651	0	0	0	0	0	1
K05652	0	0	0	0	0	1
K05654	0	0	0	0	0	1
K05655	2	2	1	2	2	4
K05656	1	2	0	0	1	1
K05657	1	1	0	2	2	1
K05658	5	2	1	3	4	3
K05659	3	1	1	1	0	1
K05660	0	2	1	0	0	0
K05661	1	1	0	2	0	1
K05662	2	1	0	1	0	1
K05663	1	0	0	2	0	3
K05664	2	1	1	0	1	1
K05665	1	1	2	2	4	1
K05666	0	1	3	1	4	0
K05667	0	1	2	1	3	0
K05668	1	1	1	1	0	0
K05669	0	0	1	1	2	0
K05671	0	0	1	0	0	0
K05672	0	0	2	0	0	0
K05673	1	1	2	2	4	2
K05674	0	0	0	0	3	0
K05675	0	0	1	0	0	0
K05676	0	0	2	0	0	0
K05677	1	0	3	0	0	0
K05679	0	0	1	0	0	0
K05680	0	0	1	0	0	0
K05681	0	0	1	0	0	0
K05685	1	0	2	1	1	1
K05692	3	10	11	6	5	1
K05695	1	0	0	2	0	0
K05699	0	0	1	2	1	0
K05700	1	0	0	1	0	1
K05701	0	0	0	1	0	0
K05702	0	0	0	1	0	0
K05703	0	0	1	0	0	0
K05704	0	1	1	0	1	0
K05705	0	1	1	0	1	0
K05710	1	0	0	0	0	0
K05712	3	1	1	0	0	3
K05713	1	0	0	0	0	0
K05725	0	0	0	0	1	0
K05727	1	1	1	0	0	0
K05730	1	0	0	0	0	0
K05731	2	0	0	0	0	1
K05733	0	0	0	0	1	0
K05734	0	0	0	0	2	0
K05735	0	0	0	0	1	0
K05736	0	0	0	0	1	0
K05738	1	0	0	0	0	0
K05742	0	1	0	0	0	0
K05749	0	0	0	2	0	0
K05750	1	0	0	1	0	0
K05755	0	0	0	1	0	0
K05756	0	0	0	1	0	0
K05759	0	0	1	0	0	0
K05765	0	0	0	0	1	0
K05767	1	0	0	1	0	0
K05772	0	1	0	0	0	0
K05773	1	0	0	1	0	0
K05776	0	1	0	1	0	0
K05777	0	0	0	1	0	1
K05778	1	0	0	0	0	0
K05780	0	1	0	0	0	0
K05781	1	0	0	0	0	0
K05786	0	1	0	0	1	0
K05787	1	0	0	1	1	1
K05788	0	1	1	0	0	2
K05794	0	1	0	0	0	0
K05795	1	0	0	0	0	0
K05799	0	0	0	0	3	0
K05800	2	0	2	3	0	3
K05801	1	4	0	0	0	1
K05802	0	0	0	1	0	0
K05805	0	0	0	1	1	0
K05807	0	0	0	1	0	0
K05808	0	3	0	1	0	2
K05810	1	1	0	2	0	0
K05813	1	2	2	1	1	0
K05814	2	2	0	0	2	0
K05815	3	4	0	2	0	0
K05816	7	10	0	5	6	8
K05820	1	1	0	0	0	0
K05822	0	1	0	0	0	0
K05827	0	0	0	0	1	0
K05832	0	0	0	0	0	1
K05836	0	0	1	0	0	0
K05837	0	1	0	1	1	6
K05838	0	1	0	1	0	0
K05841	0	0	0	0	0	1
K05844	3	3	1	6	2	3
K05845	0	1	0	0	0	0
K05847	4	4	2	0	0	1
K05849	1	0	0	2	0	0
K05850	3	1	2	5	0	1
K05851	0	1	0	0	0	0
K05853	2	2	0	0	0	0
K05854	0	2	1	0	0	0
K05855	0	1	0	0	0	0
K05856	1	1	1	0	0	0
K05857	1	0	0	3	0	1
K05858	1	0	0	3	0	0
K05859	1	0	0	2	1	0
K05860	1	0	0	1	0	1
K05863	1	0	1	1	0	0
K05864	0	0	1	1	1	2
K05868	1	3	0	0	0	1
K05869	0	1	1	0	0	0
K05871	0	0	0	0	1	0
K05874	4	1	0	0	0	0
K05875	1	0	0	0	0	0
K05877	1	0	0	0	0	0
K05878	0	0	0	2	0	0
K05882	1	0	0	3	0	1
K05885	1	0	0	0	0	0
K05886	1	0	0	0	0	0
K05888	0	0	0	0	0	1
K05895	0	1	0	0	0	1
K05896	3	1	0	2	0	0
K05898	0	0	0	1	0	0
K05903	5	3	2	6	2	2
K05905	1	1	0	0	0	0
K05906	1	0	0	0	0	0
K05907	1	0	0	0	0	0
K05912	0	0	0	0	0	1
K05914	0	1	0	0	0	2
K05921	0	0	0	1	0	0
K05922	1	0	0	0	0	0
K05925	0	0	0	1	0	0
K05928	0	0	0	1	0	0
K05934	1	0	0	0	2	1
K05936	0	0	0	0	2	1
K05939	2	3	0	2	1	1
K05948	0	1	0	0	0	0
K05952	1	0	0	0	0	0
K05954	0	1	1	0	0	0
K05955	1	0	0	0	0	0
K05962	1	0	0	0	0	0
K05969	0	0	0	1	0	0
K05970	0	1	0	1	0	1
K05971	2	1	0	2	0	1
K05973	1	2	1	3	0	1
K05978	0	0	1	0	0	0
K05993	2	0	0	2	0	0
K05995	0	1	0	1	0	0
K06001	4	0	0	0	0	2
K06013	3	2	1	3	0	0
K06015	1	0	1	0	0	1
K06016	2	1	1	4	0	0
K06020	5	7	3	7	2	1
K06021	2	2	1	6	1	2
K06022	2	0	2	1	0	1
K06023	2	0	0	0	0	0
K06024	1	3	1	1	3	0
K06025	0	1	0	2	1	0
K06026	0	0	1	1	0	0
K06027	2	2	0	1	0	3
K06030	1	0	0	0	0	0
K06034	0	1	0	1	0	0
K06036	1	4	3	5	2	2
K06037	0	0	0	1	0	0
K06041	3	2	1	1	3	4
K06042	1	1	0	0	0	0
K06043	0	1	0	1	0	0
K06044	0	0	0	1	0	1
K06045	0	0	0	1	0	0
K06048	0	1	0	0	1	0
K06051	1	0	0	0	1	0
K06052	2	0	0	1	0	0
K06053	3	0	0	1	0	0
K06057	0	0	1	1	0	0
K06063	1	0	2	0	1	0
K06066	0	0	0	0	0	1
K06067	0	0	0	0	0	1
K06068	0	0	1	0	0	1
K06069	0	0	0	0	0	1
K06070	0	1	0	1	0	0
K06072	0	0	1	0	0	0
K06076	1	0	0	0	0	0
K06077	0	0	0	0	0	1
K06092	0	0	0	0	0	2
K06093	0	1	0	0	0	0
K06094	0	0	0	1	0	0
K06095	0	0	0	0	1	4
K06103	0	1	0	1	0	0
K06107	0	0	0	0	0	1
K06113	0	0	0	1	0	0
K06114	2	2	2	2	1	0
K06115	2	1	2	1	3	1
K06118	2	1	0	0	2	0
K06119	1	0	0	0	0	0
K06120	0	0	0	0	0	1
K06125	1	0	0	1	0	1
K06127	1	0	0	1	0	1
K06129	0	0	2	0	0	0
K06130	0	1	0	0	0	0
K06131	0	0	0	1	0	0
K06134	2	0	0	1	0	0
K06136	0	3	1	0	0	0
K06137	0	0	0	1	0	0
K06138	0	0	0	1	0	0
K06139	0	2	0	0	0	0
K06142	0	1	0	1	0	0
K06143	0	0	0	0	1	0
K06145	5	0	0	1	1	3
K06147	23	20	7	21	9	22
K06148	3	3	0	6	4	6
K06153	2	6	0	2	1	0
K06155	0	0	0	0	1	0
K06158	3	4	7	10	7	5
K06160	1	0	0	0	0	0
K06162	2	4	0	1	0	0
K06163	0	0	1	0	0	0
K06164	0	1	0	3	0	2
K06165	0	1	0	1	0	0
K06166	0	0	0	0	0	1
K06167	2	4	0	2	2	2
K06168	4	4	1	7	1	4
K06169	1	0	1	0	1	1
K06173	1	3	0	1	0	4
K06174	1	0	0	0	0	0
K06175	0	0	1	0	0	0
K06177	1	3	1	1	1	2
K06178	0	3	0	2	1	4
K06179	2	1	1	1	2	0
K06180	5	4	3	4	2	2
K06181	1	0	2	1	1	4
K06182	0	0	0	0	2	0
K06183	0	2	2	0	1	0
K06184	1	0	0	1	1	1
K06185	0	1	3	1	1	1
K06187	2	1	0	3	0	3
K06188	2	2	1	1	0	4
K06189	1	0	0	1	0	0
K06190	0	0	0	1	0	0
K06193	2	0	0	2	0	1
K06194	2	0	1	0	1	0
K06195	0	1	0	0	2	1
K06196	1	1	0	1	0	1
K06199	0	1	1	1	2	0
K06200	2	0	0	1	1	2
K06201	1	1	0	1	0	1
K06204	1	0	1	2	0	0
K06206	0	0	1	2	0	3
K06207	5	11	4	10	2	8
K06213	5	5	4	3	2	3
K06214	1	0	0	0	1	0
K06215	0	0	0	0	0	1
K06217	7	6	3	2	0	3
K06223	0	0	0	1	0	0
K06225	0	0	1	0	0	0
K06229	0	1	0	0	0	0
K06233	0	2	0	1	0	0
K06234	0	0	0	0	1	0
K06237	0	0	2	1	0	1
K06240	1	0	0	1	0	0
K06247	0	0	0	2	0	0
K06252	0	1	1	0	1	0
K06254	0	1	0	0	0	0
K06255	0	1	0	0	0	0
K06269	4	0	2	6	0	1
K06270	0	0	1	0	0	0
K06271	0	0	0	0	0	1
K06272	0	0	1	0	0	0
K06275	0	1	0	0	0	0
K06276	1	0	0	1	0	0
K06277	0	0	0	1	0	0
K06279	1	0	0	0	0	0
K06281	1	0	0	0	0	0
K06287	3	1	0	6	0	1
K06346	0	0	0	0	1	0
K06373	2	0	0	1	0	0
K06377	0	0	0	0	0	1
K06381	0	3	1	1	0	1
K06400	1	1	0	0	0	0
K06402	0	0	0	0	1	0
K06412	0	0	0	0	0	1
K06413	0	0	0	0	0	1
K06415	2	0	0	1	0	0
K06442	0	1	0	2	0	0
K06443	1	0	0	0	0	0
K06445	3	0	3	3	0	1
K06446	2	1	0	1	0	1
K06447	3	1	0	0	0	0
K06456	1	0	0	0	0	0
K06530	0	0	0	1	0	0
K06545	2	0	0	0	0	1
K06571	0	1	0	1	0	0
K06573	0	0	1	0	0	0
K06579	0	0	0	1	0	0
K06580	0	0	0	1	0	0
K06596	0	0	0	2	0	2
K06601	1	0	0	1	0	0
K06619	1	0	2	0	0	0
K06620	1	0	0	2	0	0
K06628	0	0	0	0	0	2
K06630	1	0	1	0	2	1
K06631	0	1	1	3	0	2
K06636	0	1	1	0	0	2
K06639	0	0	0	1	0	0
K06640	0	0	0	1	1	0
K06644	0	0	0	0	1	0
K06655	1	0	1	0	1	0
K06660	0	0	0	0	0	1
K06662	0	0	1	0	0	0
K06664	0	0	1	0	0	0
K06666	0	1	0	0	0	0
K06669	0	2	2	0	0	0
K06670	0	0	1	0	0	0
K06671	0	1	0	1	0	1
K06672	0	0	0	1	0	0
K06674	0	0	0	1	0	2
K06675	0	0	1	1	1	2
K06677	0	0	0	1	0	0
K06685	0	2	0	1	0	0
K06689	0	0	0	2	1	1
K06699	1	0	0	1	0	0
K06704	1	0	0	0	0	0
K06709	1	0	0	1	0	0
K06714	0	1	0	0	1	0
K06765	0	0	0	1	0	0
K06768	0	0	0	1	0	0
K06777	1	0	0	2	0	0
K06778	1	0	0	2	0	0
K06820	0	1	1	0	1	1
K06821	0	0	0	0	0	1
K06824	1	0	0	0	0	0
K06839	1	1	0	0	0	0
K06861	2	6	0	10	5	3
K06886	0	1	0	2	0	1
K06891	3	3	0	3	0	0
K06901	5	1	0	0	1	1
K06902	3	0	0	1	1	2
K06917	1	1	0	0	0	0
K06920	1	0	0	0	0	1
K06941	4	0	0	3	2	5
K06949	5	5	2	3	0	3
K06965	1	0	0	1	0	1
K06969	3	3	0	2	0	2
K06970	1	0	0	3	1	3
K06985	1	0	0	0	0	1
K06989	0	0	0	1	0	0
K06994	0	0	0	1	0	0
K07008	0	0	0	1	0	2
K07010	1	1	0	0	1	1
K07023	0	1	0	0	0	0
K07025	1	2	1	2	2	1
K07026	0	0	0	0	0	3
K07106	3	2	1	0	0	3
K07127	0	0	0	1	0	1
K07151	2	3	1	0	0	1
K07167	2	0	0	1	0	0
K07170	0	1	1	3	0	0
K07175	3	1	0	1	0	3
K07178	1	1	1	0	1	1
K07180	2	1	0	0	0	0
K07181	1	0	0	0	1	0
K07182	0	0	0	2	0	0
K07185	1	0	0	0	0	0
K07189	1	0	0	0	0	0
K07190	1	0	0	0	0	0
K07192	1	2	0	1	0	2
K07198	0	0	1	2	0	1
K07201	0	0	0	1	0	0
K07203	2	3	3	1	2	3
K07204	2	0	2	1	0	0
K07214	0	1	1	0	0	0
K07218	0	0	1	0	0	0
K07220	1	0	0	0	0	0
K07222	5	1	0	2	0	1
K07226	1	0	0	0	0	0
K07231	0	1	0	1	1	0
K07232	1	0	0	0	0	1
K07238	3	1	0	2	1	1
K07239	11	3	7	6	1	4
K07240	2	1	0	2	1	2
K07243	2	0	0	0	0	0
K07246	0	1	1	2	0	1
K07248	0	0	1	1	0	0
K07249	2	0	1	0	0	3
K07250	1	0	0	1	0	1
K07254	0	0	0	1	0	0
K07258	3	2	0	1	3	0
K07259	0	0	1	1	1	2
K07260	1	1	0	0	0	0
K07261	1	0	0	2	0	1
K07263	3	7	2	5	4	6
K07265	2	2	1	0	0	0
K07266	2	2	1	1	0	1
K07275	0	1	0	0	0	0
K07277	1	4	3	3	3	1
K07288	0	1	0	0	0	0
K07292	0	0	0	1	0	0
K07293	0	0	1	0	0	0
K07295	0	0	0	1	0	0
K07297	0	0	0	1	0	0
K07300	2	1	1	0	0	0
K07302	4	2	0	3	0	2
K07303	3	4	3	5	3	4
K07304	10	6	3	5	3	8
K07305	4	5	2	3	5	1
K07306	0	0	1	0	1	0
K07308	1	0	0	1	0	2
K07309	0	0	1	0	0	0
K07310	0	0	1	0	1	0
K07313	0	1	0	0	0	2
K07315	2	0	0	2	1	0
K07316	0	1	0	2	1	0
K07319	2	1	0	2	1	3
K07320	1	0	0	1	0	0
K07323	1	1	0	0	0	0
K07334	1	0	0	2	0	0
K07335	0	1	1	2	3	0
K07337	1	0	0	0	0	0
K07338	0	0	0	1	0	0
K07339	0	0	0	1	0	0
K07357	1	0	0	0	0	0
K07358	1	0	0	0	0	0
K07363	1	1	0	0	0	0
K07374	3	6	9	8	3	6
K07375	5	6	1	10	2	5
K07376	2	0	1	2	0	0
K07377	0	0	0	0	1	0
K07378	0	2	0	1	1	1
K07380	0	0	1	0	0	0
K07386	2	4	1	0	1	0
K07387	0	1	1	0	1	2
K07390	4	1	0	0	0	2
K07391	5	6	1	7	0	0
K07393	1	2	1	1	0	0
K07395	1	1	1	3	0	0
K07397	6	5	0	2	1	7
K07400	1	0	1	1	0	0
K07401	1	0	0	0	0	0
K07402	3	0	0	0	0	2
K07403	1	0	0	0	0	0
K07406	1	0	0	0	0	1
K07407	3	2	0	1	0	0
K07414	0	1	0	0	0	0
K07418	0	0	0	1	0	0
K07422	0	1	0	0	0	0
K07443	0	1	0	0	0	0
K07444	1	0	0	1	0	0
K07447	1	1	0	1	0	1
K07448	1	0	0	0	2	0
K07454	0	1	0	0	0	0
K07456	0	0	0	3	3	3
K07458	0	0	0	1	0	0
K07460	0	0	0	1	0	1
K07461	0	1	1	0	0	1
K07462	5	3	2	5	3	5
K07466	0	0	0	1	0	0
K07472	0	0	0	3	0	0
K07478	8	5	2	4	6	4
K07480	0	0	2	0	0	2
K07481	2	0	0	3	1	0
K07482	5	2	0	0	0	0
K07483	4	5	2	2	3	1
K07484	4	5	0	9	4	3
K07485	0	0	0	0	0	1
K07486	0	0	0	2	1	2
K07487	2	2	0	0	0	0
K07488	1	0	0	1	0	1
K07491	1	4	0	0	0	1
K07492	2	0	0	1	0	1
K07493	0	1	0	4	4	5
K07494	0	0	1	4	0	1
K07495	0	1	0	0	0	0
K07496	3	1	1	6	1	1
K07497	18	16	6	30	10	9
K07498	3	4	1	3	2	2
K07499	0	0	0	1	0	0
K07501	0	1	1	0	0	3
K07503	0	1	0	0	0	0
K07508	1	0	0	2	1	0
K07509	0	0	0	1	0	0
K07511	1	0	0	1	0	0
K07513	0	0	0	1	1	1
K07515	1	0	0	2	0	3
K07516	7	5	3	1	2	5
K07521	0	0	1	2	0	0
K07526	0	0	0	0	1	0
K07527	2	0	1	0	0	0
K07528	0	1	0	0	0	0
K07529	0	1	0	0	0	0
K07533	0	1	0	0	0	0
K07538	0	0	0	1	0	0
K07552	2	2	0	0	1	1
K07556	0	1	0	0	0	0
K07559	0	0	0	0	1	0
K07560	1	0	1	3	3	2
K07566	7	3	0	5	1	3
K07567	6	0	0	1	0	0
K07568	5	3	1	4	4	3
K07575	1	0	0	0	0	0
K07576	2	1	0	3	1	1
K07577	1	0	0	2	0	0
K07588	3	1	2	2	1	0
K07589	0	0	1	0	0	0
K07594	0	0	0	0	1	1
K07636	2	2	1	2	3	3
K07638	0	1	1	0	0	2
K07639	0	1	0	0	0	0
K07642	0	0	1	0	0	0
K07646	1	0	0	0	0	0
K07647	0	0	0	0	0	2
K07648	0	0	0	0	0	2
K07649	0	0	1	0	0	0
K07651	0	0	0	1	0	0
K07652	0	0	0	2	0	1
K07657	2	2	2	1	1	2
K07658	2	1	1	1	0	3
K07659	0	3	1	0	0	1
K07660	2	0	0	0	0	0
K07661	0	0	1	0	0	0
K07662	0	1	0	1	0	0
K07663	1	0	0	0	0	0
K07664	0	0	1	0	0	1
K07665	1	0	1	1	0	0
K07668	1	1	1	0	0	0
K07669	1	1	0	1	0	0
K07677	0	0	0	1	0	0
K07678	3	1	0	1	0	2
K07679	0	0	0	1	0	1
K07684	0	0	0	1	0	2
K07685	0	0	0	1	0	0
K07689	0	1	0	0	0	0
K07693	0	0	0	0	0	1
K07695	0	0	0	0	0	1
K07705	1	0	0	0	0	0
K07708	3	1	0	1	0	1
K07712	5	8	1	3	4	7
K07713	7	1	0	3	2	3
K07714	7	1	1	3	2	4
K07715	2	2	0	1	0	2
K07716	0	1	1	3	0	2
K07722	1	0	0	0	0	0
K07734	0	0	0	0	0	1
K07735	3	1	1	1	0	1
K07736	2	0	0	1	1	0
K07737	1	0	0	0	1	1
K07738	1	4	0	4	1	1
K07739	1	0	0	2	0	0
K07742	0	1	0	0	1	2
K07746	1	0	0	0	0	0
K07749	1	4	0	3	2	2
K07751	1	0	0	1	0	0
K07752	0	0	0	1	0	0
K07760	1	1	1	0	1	0
K07763	0	0	0	1	0	0
K07764	1	0	0	0	0	0
K07767	0	0	1	1	0	0
K07769	0	0	0	2	0	1
K07774	0	0	2	1	0	2
K07775	1	0	1	0	0	0
K07776	0	1	0	1	0	0
K07782	0	1	0	0	0	0
K07785	0	0	1	0	0	0
K07787	12	8	3	5	3	11
K07793	3	2	1	4	4	4
K07794	1	0	0	0	0	0
K07795	2	0	0	1	0	3
K07798	0	2	0	0	0	0
K07809	0	0	0	1	0	0
K07812	1	1	0	0	0	1
K07814	0	2	0	0	0	0
K07817	0	0	0	0	1	0
K07823	4	2	1	4	1	1
K07825	1	0	2	0	0	0
K07827	0	1	0	0	0	0
K07829	0	1	0	0	0	0
K07830	0	1	0	0	0	0
K07831	0	1	0	0	0	0
K07836	0	1	0	0	0	0
K07837	0	0	1	0	0	0
K07856	0	0	0	0	1	0
K07857	0	0	0	0	1	0
K07861	0	0	0	0	1	0
K07862	1	0	0	0	0	0
K07870	0	0	1	0	0	0
K07874	0	0	0	1	0	0
K07875	0	0	0	1	0	0
K07877	0	0	1	0	0	0
K07878	0	1	1	0	0	0
K07885	0	0	1	0	0	0
K07893	0	1	0	0	0	0
K07894	0	1	0	0	0	0
K07895	0	1	0	0	0	0
K07896	0	1	0	0	0	0
K07897	0	3	0	0	0	0
K07899	0	0	0	0	0	1
K07900	0	0	0	0	0	1
K07901	1	0	0	1	0	0
K07904	0	2	0	0	0	1
K07905	0	2	0	0	0	1
K07906	0	2	0	0	0	0
K07910	0	1	0	2	0	0
K07915	0	0	0	0	0	1
K07936	0	0	0	1	0	0
K07937	1	1	0	2	0	0
K07938	1	1	0	1	0	0
K07939	1	1	0	1	0	0
K07940	1	1	0	1	0	0
K07941	0	1	0	2	0	0
K07942	1	0	0	2	0	0
K07944	0	0	0	1	0	0
K07952	0	0	0	1	0	1
K07953	1	1	1	1	0	2
K07963	1	0	0	0	0	0
K07972	1	0	2	0	0	0
K07974	0	1	0	0	0	0
K07975	0	0	0	0	2	0
K07976	0	6	1	3	1	2
K07977	2	1	1	3	1	1
K07979	0	1	0	0	0	0
K07998	0	1	0	0	0	0
K08016	0	1	0	0	0	0
K08017	1	1	1	0	0	0
K08018	1	1	1	0	0	0
K08020	1	1	0	0	0	0
K08023	0	0	0	1	0	0
K08025	0	0	0	0	1	0
K08026	0	0	0	1	0	0
K08028	0	0	0	0	1	0
K08031	0	0	0	0	0	1
K08033	0	0	0	0	1	0
K08035	0	1	0	1	0	1
K08037	0	0	0	1	0	0
K08038	0	1	0	0	0	0
K08041	0	1	1	0	0	0
K08042	0	1	1	0	0	0
K08043	0	1	1	1	1	0
K08044	0	1	1	0	0	0
K08045	1	1	1	0	1	0
K08046	0	1	1	0	1	0
K08047	0	1	1	2	0	0
K08048	1	1	1	0	0	0
K08049	0	0	0	1	0	1
K08051	0	0	1	0	0	0
K08052	0	0	0	2	0	0
K08056	0	0	1	0	1	0
K08057	0	1	1	0	0	0
K08059	1	0	0	0	0	0
K08065	1	0	0	0	0	0
K08070	4	1	1	5	4	4
K08076	0	0	0	0	0	1
K08081	0	0	0	1	0	0
K08083	0	0	1	0	0	0
K08097	1	0	0	0	0	0
K08114	0	2	0	2	0	0
K08138	0	0	0	1	2	0
K08139	0	0	1	1	1	0
K08142	1	1	0	0	0	0
K08150	0	0	0	0	1	0
K08151	0	2	0	0	1	0
K08155	0	1	0	0	0	0
K08191	1	1	1	3	1	1
K08193	1	2	0	1	0	0
K08194	0	0	0	0	1	0
K08202	0	0	0	1	0	0
K08203	0	0	0	1	0	0
K08211	0	0	0	1	0	0
K08218	1	3	0	2	0	0
K08220	0	0	0	0	0	1
K08226	7	9	0	4	0	5
K08234	0	0	1	2	1	0
K08245	1	0	0	1	0	0
K08246	0	0	0	1	0	0
K08252	1	0	0	2	0	1
K08253	0	2	1	0	0	0
K08261	1	0	0	0	0	0
K08266	0	0	0	1	0	0
K08269	2	0	0	0	0	0
K08272	1	0	0	1	0	0
K08276	0	0	0	0	0	1
K08279	1	1	1	0	0	0
K08280	0	0	0	0	1	0
K08281	1	1	0	1	0	1
K08282	11	6	2	14	4	5
K08286	3	1	1	5	2	4
K08287	0	0	1	0	0	0
K08289	2	1	0	3	0	0
K08291	0	0	0	1	0	0
K08292	0	0	1	0	0	0
K08293	0	1	2	2	0	0
K08295	1	0	0	1	0	0
K08296	0	0	0	1	1	0
K08299	2	0	0	1	0	1
K08300	3	4	1	4	1	4
K08301	3	2	2	3	2	0
K08303	3	2	0	3	1	1
K08304	3	3	1	0	0	0
K08305	2	2	1	2	0	1
K08307	2	3	0	1	0	1
K08309	1	0	1	0	2	1
K08310	0	0	0	0	1	0
K08311	1	0	0	0	1	1
K08312	0	1	0	0	0	0
K08316	1	0	1	1	1	0
K08318	0	0	0	0	1	1
K08319	1	0	0	1	0	2
K08320	1	0	0	0	0	1
K08323	0	0	0	1	2	1
K08325	1	0	1	0	0	1
K08326	0	0	0	1	0	0
K08333	0	1	0	1	0	0
K08336	0	0	0	0	1	0
K08342	1	0	0	0	0	0
K08344	1	0	0	0	0	0
K08351	0	1	0	0	0	0
K08352	1	1	0	0	0	0
K08356	1	0	0	0	0	0
K08358	1	0	0	0	0	0
K08372	0	0	0	0	0	2
K08399	1	0	0	0	0	0
K08462	1	1	1	0	0	0
K08471	0	0	0	0	2	1
K08479	0	1	0	1	0	1
K08484	2	2	1	5	1	2
K08485	0	0	1	0	0	0
K08486	0	0	0	2	0	0
K08491	0	0	0	0	0	1
K08493	1	0	0	0	0	0
K08498	0	0	0	1	0	0
K08516	0	0	0	1	0	0
K08542	0	0	0	1	0	0
K08544	1	0	0	0	0	0
K08545	0	0	0	1	1	0
K08546	0	0	0	1	0	0
K08547	0	0	0	0	0	1
K08548	0	0	0	0	0	1
K08558	0	0	0	1	0	0
K08568	1	1	0	1	0	0
K08576	0	0	1	0	0	0
K08579	0	0	1	0	0	0
K08582	1	0	2	0	0	0
K08591	1	3	0	1	1	0
K08593	0	1	0	0	1	0
K08601	0	0	0	1	0	1
K08602	3	1	2	4	1	1
K08603	0	1	0	0	0	0
K08617	1	0	0	0	0	0
K08621	1	0	0	0	0	0
K08622	1	0	0	0	0	0
K08623	1	0	0	0	0	0
K08624	1	1	0	0	0	0
K08625	1	0	0	0	0	0
K08626	1	0	0	0	0	0
K08629	1	0	0	0	0	0
K08631	1	0	0	0	0	0
K08635	0	1	0	0	0	0
K08641	1	0	0	0	0	1
K08647	0	0	0	1	0	0
K08654	0	0	1	0	2	1
K08655	0	1	0	0	0	0
K08656	3	1	0	0	0	0
K08665	1	0	0	0	0	0
K08671	0	0	1	0	2	0
K08672	0	0	1	0	2	1
K08673	0	0	1	0	1	0
K08675	1	0	2	1	0	1
K08676	3	0	0	0	0	0
K08678	0	2	0	0	0	2
K08681	0	0	0	1	0	0
K08683	3	1	1	1	1	0
K08685	0	0	0	0	1	0
K08687	0	1	0	0	0	0
K08688	1	1	0	1	1	4
K08691	1	1	0	1	2	0
K08692	2	1	1	2	1	0
K08693	0	0	0	2	0	1
K08698	0	0	1	0	0	0
K08701	0	0	0	1	0	0
K08702	0	0	0	0	0	1
K08704	0	0	0	1	0	0
K08706	0	0	0	1	0	0
